tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,budget,openingweekend
tt4481414,movie,Gifted,Gifted,0,2017,\N,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000.0,446380.0
tt4481514,movie,The House,The House,0,2017,\N,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0,8724795.0
tt4485246,movie,Danny Says,Danny Says,0,2015,\N,105,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000.0,11244.0
tt4486986,movie,All I See Is You,All I See Is You,0,2016,\N,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,144076.0
tt4501244,movie,Why Him?,Why Him?,0,2016,\N,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38000000.0,11002986.0
tt4501454,movie,The Meddler,The Meddler,0,2015,\N,103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3200000.0,57022.0
tt4520364,movie,Morgan,Morgan,0,2016,\N,92,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8000000.0,504908.0
tt4669186,movie,Kevin Hart: What Now?,Kevin Hart: What Now?,0,2016,\N,96,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900000.0,11767210.0
tt4682786,movie,Collateral Beauty,Collateral Beauty,0,2016,\N,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,36000000.0,7102085.0
tt4687276,movie,Range 15,Range 15,0,2016,\N,89,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000000.0,1044.0
tt4687848,movie,Railroad Tigers,Railroad Tigers,0,2016,\N,124,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000000.0,116211.0
tt5052448,movie,Get Out,Get Out,0,2017,\N,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5000000.0,33377060.0
tt5056470,movie,Teraa Surroor,Teraa Surroor,0,2016,\N,106,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1600000.0,960000.0
tt5071886,movie,Kabali,Kabali,0,2016,\N,153,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11000000.0,1977716.0
tt5078656,movie,Champion,Champion,0,2017,\N,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,500000.0,87100.0
