tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,budget,openingweekend
tt0416185,movie,Resurrecting the Champ,Resurrecting the Champ,0,2007,\N,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13000000.0,1667659.0
tt0416212,movie,The Secret Life of Bees,The Secret Life of Bees,0,2008,\N,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000.0,10527799.0
tt0416236,movie,The Spiderwick Chronicles,The Spiderwick Chronicles,0,2008,\N,96,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,90000000.0,24740537.0
tt0416315,movie,Wolf Creek,Wolf Creek,0,2005,\N,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000000.0,4908206.0
tt0416316,movie,Wolfhound,Volkodav iz roda Serykh Psov,0,2006,\N,136,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20000000.0,7591663.0
tt0416320,movie,Match Point,Match Point,0,2005,\N,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,15000000.0,529434.0
tt0416449,movie,300,300,0,2006,\N,117,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65000000.0,70885301.0
tt0416508,movie,Becoming Jane,Becoming Jane,0,2007,\N,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16500000.0,2902117.0
tt0416773,movie,Girl Play,Girl Play,0,2004,\N,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,8441.0
tt0416887,movie,Kalamazoo?,Kalamazoo?,0,2006,\N,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000.0,9375.0
tt0417001,movie,Must Love Dogs,Must Love Dogs,0,2005,\N,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30000000.0,12855321.0
tt0417148,movie,Snakes on a Plane,Snakes on a Plane,0,2006,\N,105,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000000.0,15206301.0
tt0417217,movie,Two for the Money,Two for the Money,0,2005,\N,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,20000000.0,8703240.0
tt0417220,movie,Unbeatable Harold,Unbeatable Harold,0,2006,\N,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3000000.0,16400.0
tt0417225,movie,Idlewild,Idlewild,0,2006,\N,121,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,15000000.0,5745780.0
tt0417385,movie,12 and Holding,12 and Holding,0,2005,\N,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400000.0,11456.0
tt0417433,movie,Annapolis,Annapolis,0,2006,\N,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,26000000.0,7681171.0
tt0417658,movie,Factotum,Factotum,0,2005,\N,94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1000000.0,59212.0
tt0418038,movie,Outfoxed: Rupert Murdoch's War on Journalism,Outfoxed: Rupert Murdoch's War on Journalism,0,2004,\N,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.0,78054.0
tt0418753,movie,Inside Deep Throat,Inside Deep Throat,0,2005,\N,89,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000000.0,88709.0
tt0419198,movie,The Tiger and the Snow,La tigre e la neve,0,2005,\N,114,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000.0,5025.0
tt0419256,movie,Wah-Wah,Wah-Wah,0,2005,\N,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000.0,55304.0
tt0419294,movie,The Three Burials of Melquiades Estrada,The Three Burials of Melquiades Estrada,0,2005,\N,121,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000.0,205994.0
tt0419663,movie,Cruel World,Cruel World,0,2005,\N,88,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2000000.0,11160.0
tt0419706,movie,Doom,Doom,0,2005,\N,105,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000000.0,15488870.0
tt0419749,movie,Find Me Guilty,Find Me Guilty,0,2006,\N,125,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000.0,608804.0
tt0419815,movie,Holly,Holly,0,2006,\N,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000.0,12442.0
tt0419887,movie,The Kite Runner,The Kite Runner,0,2007,\N,128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.0,471713.0
tt0419984,movie,Mr. Woodcock,Mr. Woodcock,0,2007,\N,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22000000.0,8761369.0
tt0420015,movie,Nine Lives,Nine Lives,0,2005,\N,115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.0,28387.0
tt0420134,movie,Rock the Paint,Rock the Paint,0,2005,\N,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,4700.0
tt0420223,movie,Stranger Than Fiction,Stranger Than Fiction,0,2006,\N,113,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,38000000.0,13411093.0
tt0420291,movie,Keane,Keane,0,2004,\N,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,850000.0,6151.0
tt0420609,movie,Infamous,Infamous,0,2006,\N,110,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000.0,452966.0
tt0421054,movie,Domino,Domino,0,2005,\N,127,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.0,4670120.0
tt0421090,movie,Zerophilia,Zerophilia,0,2005,\N,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,450000.0,1028.0
tt0421206,movie,Gridiron Gang,Gridiron Gang,0,2006,\N,125,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30000000.0,14414630.0
tt0421729,movie,Big Momma's House 2,Big Momma's House 2,0,2006,\N,99,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0,27736056.0
