tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,budget,openingweekend
tt2888046,movie,Ip Man 3,Yip Man 3,0,2015,\N,105,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36000000.0,784839.0
tt2891174,movie,99 Homes,99 Homes,0,2014,\N,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000.0,32253.0
tt2893490,movie,Manglehorn,Manglehorn,0,2014,\N,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.0,13000.0
tt2897642,movie,Evergreen: The Road to Legalization,Evergreen: The Road to Legalization in Washington,0,2013,\N,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000.0,189.0
tt2902740,movie,Legenda,Legenda,0,2012,\N,65,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,200.0
tt2908446,movie,Insurgent,Insurgent,0,2015,\N,119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,110000000.0,52263680.0
tt2908856,movie,My Old Lady,My Old Lady,0,2014,\N,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5000000.0,124680.0
tt2910814,movie,The Signal,The Signal,0,2014,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4000000.0,155642.0
tt2911342,movie,Dragon Nest: Warriors' Dawn,Dragon Nest: Warriors' Dawn,0,2014,\N,88,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0,5690000.0
tt2911666,movie,John Wick,John Wick,0,2014,\N,101,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20000000.0,14415922.0
tt2913948,movie,Whensday,Whensday,0,2013,\N,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0,12497.0
tt2914838,movie,R100,R100,0,2013,\N,99,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000.0,7263.0
tt2918436,movie,The Lazarus Effect,The Lazarus Effect,0,2015,\N,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3300000.0,10203437.0
tt2920808,movie,God's Pocket,God's Pocket,0,2014,\N,88,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,23400.0
tt2932536,movie,47 Meters Down,47 Meters Down,0,2017,\N,89,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5500000.0,11205561.0
tt2933544,movie,5 Flights Up,5 Flights Up,0,2014,\N,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000.0,238491.0
tt2937696,movie,Everybody Wants Some!!,Everybody Wants Some!!,0,2016,\N,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,312355.0
tt2937898,movie,A Most Violent Year,A Most Violent Year,0,2014,\N,125,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.0,1512224.0
tt2938956,movie,The Transporter Refueled,The Transporter Refueled,0,2015,\N,96,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000.0,7130000.0
tt2948356,movie,Zootopia,Zootopia,0,2016,\N,108,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000000.0,75063401.0
tt2950418,movie,Greater,Greater,0,2016,\N,130,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9000000.0,627674.0
tt2952602,movie,Kung Fu Jungle,Yi ge ren de wu lin,0,2014,\N,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000.0,58664.0
tt2955096,movie,Happy Christmas,Happy Christmas,0,2014,\N,82,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000.0,7523.0
tt2957918,movie,Toaster,Toaster,0,2001,\N,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,47.0
tt2967224,movie,Hot Pursuit,Hot Pursuit,0,2015,\N,87,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,13942258.0
tt2974918,movie,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,0,2015,\N,92,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000.0,14287159.0
tt2975578,movie,The Purge: Anarchy,The Purge: Anarchy,0,2014,\N,103,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9000000.0,29816675.0
tt2975590,movie,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,0,2016,\N,151,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,250000000.0,166007347.0
tt2978102,movie,Term Life,Term Life,0,2016,\N,93,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16500000.0,13040.0
