tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,budget,openingweekend
tt0208003,movie,Big Momma's House,Big Momma's House,0,2000,\N,99,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,25661041.0
tt0208874,movie,The Contender,The Contender,0,2000,\N,126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20000000.0,5363900.0
tt0208988,movie,Get Carter,Get Carter,0,2000,\N,102,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63600000.0,6637830.0
tt0209144,movie,Memento,Memento,0,2000,\N,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9000000.0,235488.0
tt0209163,movie,The Mummy Returns,The Mummy Returns,0,2001,\N,130,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98000000.0,68139035.0
tt0209475,movie,The Wedding Planner,The Wedding Planner,0,2001,\N,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000.0,13510293.0
tt0209958,movie,The Cell,The Cell,0,2000,\N,107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,33000000.0,17515050.0
tt0210070,movie,Ginger Snaps,Ginger Snaps,0,2000,\N,108,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5000000.0,1430.0
tt0210075,movie,Girlfight,Girlfight,0,2000,\N,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1000000.0,197896.0
tt0210299,movie,Songcatcher,Songcatcher,0,2000,\N,109,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1800000.0,41967.0
tt0210382,movie,The Weight of Water,The Weight of Water,0,2000,\N,113,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16000000.0,45888.0
tt0210567,movie,Beautiful,Beautiful,0,2000,\N,112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000.0,1409433.0
tt0210616,movie,Center Stage,Center Stage,0,2000,\N,115,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,29000000.0,4604621.0
tt0210945,movie,Remember the Titans,Remember the Titans,0,2000,\N,113,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30000000.0,20905831.0
tt0211181,movie,102 Dalmatians,102 Dalmatians,0,2000,\N,100,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85000000.0,19883351.0
tt0211443,movie,Jason X,Jason X,0,2001,\N,91,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11000000.0,6649006.0
tt0211933,movie,Awake,Awake,0,2007,\N,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8600000.0,5856872.0
tt0211938,movie,Bait,Bait,0,2000,\N,119,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000000.0,5485591.0
tt0212338,movie,Meet the Parents,Meet the Parents,0,2000,\N,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55000000.0,28623300.0
tt0212712,movie,2046,2046,0,2004,\N,129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,12000000.0,113074.0
tt0212720,movie,A.I. Artificial Intelligence,Artificial Intelligence: AI,0,2001,\N,146,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000.0,29352630.0
tt0212827,movie,Bride of the Wind,Bride of the Wind,0,2001,\N,99,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12000000.0,35208.0
tt0212974,movie,Groove,Groove,0,2000,\N,86,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,500000.0,55946.0
tt0212985,movie,Hannibal,Hannibal,0,2001,\N,131,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,87000000.0,58003121.0
tt0213149,movie,Pearl Harbor,Pearl Harbor,0,2001,\N,183,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,140000000.0,75177654.0
tt0213203,movie,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie - Rugrats II,0,2000,\N,78,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,22718184.0
tt0213446,movie,The Amati Girls,The Amati Girls,0,2000,\N,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000.0,33902.0
tt0213790,movie,The Ladies Man,The Ladies Man,0,2000,\N,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000000.0,5426390.0
tt0215129,movie,Road Trip,Road Trip,0,2000,\N,93,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000.0,15484004.0
tt0215750,movie,Enemy at the Gates,Enemy at the Gates,0,2001,\N,131,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,68000000.0,13810266.0
tt0216216,movie,The 6th Day,The 6th Day,0,2000,\N,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,82000000.0,13020883.0
tt0216799,movie,Harrison's Flowers,Harrison's Flowers,0,2000,\N,130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8000000.0,867635.0
tt0217107,movie,Trois,Trois,0,2000,\N,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,200000.0,200815.0
tt0217505,movie,Gangs of New York,Gangs of New York,0,2002,\N,167,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000.0,9496870.0
tt0217630,movie,Loser,Loser,0,2000,\N,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20000000.0,6008611.0
tt0217756,movie,Ready to Rumble,Ready to Rumble,0,2000,\N,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24000000.0,5257778.0
tt0217869,movie,Unbreakable,Unbreakable,0,2000,\N,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,75000000.0,30330771.0
tt0218967,movie,The Family Man,The Family Man,0,2000,\N,125,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,60000000.0,15104055.0
