tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,budget,openingweekend
tt1031969,movie,The Rocker,The Rocker,0,2008,\N,102,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15000000.0,2636048.0
tt1032751,movie,The Warrior's Way,The Warrior's Way,0,2010,\N,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,45000000.0,3048665.0
tt1032755,movie,RocknRolla,RocknRolla,0,2008,\N,114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18000000.0,144701.0
tt1032815,movie,"I Love You, Beth Cooper","I Love You, Beth Cooper",0,2009,\N,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18000000.0,4919433.0
tt1033575,movie,The Descendants,The Descendants,0,2011,\N,115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.0,1190096.0
tt1033643,movie,What Happens in Vegas,What Happens in Vegas,0,2008,\N,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000.0,20172474.0
tt1034032,movie,Gamer,Gamer,0,2009,\N,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,50000000.0,11203761.0
tt1034303,movie,Defiance,Defiance,0,2008,\N,137,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,32000000.0,8911827.0
tt1034306,movie,Dorothy Mills,Dorothy Mills,0,2008,\N,102,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,500000.0,2498.0
tt1034324,movie,The Mighty Macs,The Mighty Macs,0,2009,\N,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7000000.0,963221.0
tt1034331,movie,Righteous Kill,Righteous Kill,0,2008,\N,101,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,16288361.0
tt1035731,movie,Dare Not Walk Alone,Dare Not Walk Alone,0,2006,\N,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000.0,9259.0
tt1037163,movie,The Time that Remains,The Time that Remains,0,2009,\N,109,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6500000.0,6453.0
tt1037705,movie,The Book of Eli,The Book of Eli,0,2010,\N,118,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000.0,38437553.0
tt1038686,movie,Legion,Legion,0,2010,\N,100,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26000000.0,17501625.0
tt1038919,movie,The Bounty Hunter,The Bounty Hunter,0,2010,\N,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40000000.0,20686423.0
tt1038971,movie,How to Be a Serial Killer,How to Be a Serial Killer,0,2008,\N,91,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000000.0,899.0
tt1041753,movie,Harold,Harold,0,2008,\N,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000.0,10578.0
tt1041804,movie,The Nutcracker in 3D,The Nutcracker in 3D,0,2010,\N,110,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,90000000.0,65894.0
tt1041829,movie,The Proposal,The Proposal,0,2009,\N,108,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40000000.0,33627598.0
tt1042877,movie,Cadillac Records,Cadillac Records,0,2008,\N,109,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12000000.0,3445559.0
tt1043726,movie,The Legend of Hercules,The Legend of Hercules,0,2014,\N,99,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70000000.0,8600000.0
tt1045655,movie,The Haunting of Molly Hartley,The Haunting of Molly Hartley,0,2008,\N,82,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5000000.0,5423315.0
tt1045658,movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,\N,122,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21000000.0,443003.0
tt1045772,movie,I Love You Phillip Morris,I Love You Phillip Morris,0,2009,\N,98,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000.0,112520.0
tt1046173,movie,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,0,2009,\N,118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,175000000.0,54713046.0
tt1091751,movie,The Longshots,The Longshots,0,2008,\N,94,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23000000.0,4080687.0
tt1095174,movie,New in Town,New in Town,0,2009,\N,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8000000.0,6741530.0
tt1210166,movie,Moneyball,Moneyball,0,2011,\N,133,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50000000.0,19501302.0
tt1212436,movie,The Back-up Plan,The Back-up Plan,0,2010,\N,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000.0,12201710.0
tt1213648,movie,London Boulevard,London Boulevard,0,2010,\N,103,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000.0,3431.0
tt1213663,movie,The World's End,The World's End,0,2013,\N,109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000000.0,8790237.0
tt1214962,movie,Seeking Justice,Seeking Justice,0,2011,\N,105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17000000.0,249465.0
tt1217613,movie,Battle Los Angeles,Battle Los Angeles,0,2011,\N,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70000000.0,37573187.0
tt1220213,movie,Grace,Grace,0,2009,\N,84,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5000000.0,6174.0
