tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,budget,openingweekend
tt1448755,movie,Killer Elite,Killer Elite,0,2011,\N,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70000000.0,9300000.0
tt1449283,movie,Winnie the Pooh,Winnie the Pooh,0,2011,\N,63,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,7857076.0
tt1450321,movie,Filth,Filth,0,2013,\N,97,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000.0,7526.0
tt1452628,movie,Vanishing on 7th Street,Vanishing on 7th Street,0,2010,\N,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10000000.0,3428.0
tt1453405,movie,Monsters University,Monsters University,0,2013,\N,104,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000000.0,82429469.0
tt1454029,movie,The Help,The Help,0,2011,\N,146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000.0,26044590.0
tt1454468,movie,Gravity,Gravity,0,2013,\N,91,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000.0,55785112.0
tt1455171,movie,Lawson: White Heat,Lawson: White Heat,0,2009,\N,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,3000.0
tt1457767,movie,The Conjuring,The Conjuring,0,2013,\N,112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,20000000.0,41855326.0
tt1458169,movie,Kidnap,Kidnap,0,2017,\N,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21000000.0,10016323.0
