tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,budget,openingweekend
tt1865346,movie,Detention of the Dead,Detention of the Dead,0,2012,\N,87,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500000.0,1332.0
tt1866249,movie,The Sessions,The Sessions,0,2012,\N,95,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,113467.0
tt1867093,movie,The Samaritan,The Samaritan,0,2012,\N,90,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12000000.0,1744.0
tt1872181,movie,The Amazing Spider-Man 2,The Amazing Spider-Man 2,0,2014,\N,142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000.0,91608337.0
tt1874513,movie,God Loves Uganda,God Loves Uganda,0,2013,\N,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000.0,7300.0
tt1876330,movie,Hello Herman,Hello Herman,0,2012,\N,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000.0,5985.0
tt1876373,movie,Lost and Found in Armenia,Lost and Found in Armenia,0,2012,\N,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000.0,49829.0
tt1876451,movie,Sparkle,Sparkle,0,2012,\N,116,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17000000.0,11643342.0
tt1877832,movie,X-Men: Days of Future Past,X-Men: Days of Future Past,0,2014,\N,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000.0,90823660.0
tt1878841,movie,The Darkness,The Darkness,0,2016,\N,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4000000.0,4950859.0
tt1878870,movie,The Edge of Seventeen,The Edge of Seventeen,0,2016,\N,104,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000.0,4754215.0
tt1880418,movie,Newlyweds,Newlyweds,0,2011,\N,95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9000.0,4584.0
tt1881002,movie,Maggie,Maggie,0,2015,\N,95,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8500000.0,131175.0
tt1885300,movie,Best Man Down,Best Man Down,0,2012,\N,89,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000.0,60.0
tt1886493,movie,Catch .44,Catch .44,0,2011,\N,94,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000.0,1887.0
tt1895587,movie,Spotlight,Spotlight,0,2015,\N,128,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20000000.0,295009.0
tt1899353,movie,The Raid: Redemption,Serbuan maut,0,2011,\N,101,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1100000.0,213785.0
tt1904996,movie,Parker,Parker,0,2013,\N,118,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000.0,7008222.0
tt1905041,movie,Fast & Furious 6,Furious 6,0,2013,\N,130,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,160000000.0,97375245.0
tt1907639,movie,Hardflip,Hardflip,0,2012,\N,112,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,49879.0
tt1907688,movie,3 Holes and a Smoking Gun,"Three Holes, Two Brads, and a Smoking Gun",0,2015,\N,90,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,750000.0,18000.0
tt1911644,movie,The Call,The Call,0,2013,\N,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13000000.0,17118745.0
tt1911658,movie,Penguins of Madagascar,Penguins of Madagascar,0,2014,\N,92,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132000000.0,25447444.0
tt1915581,movie,Magic Mike,Magic Mike,0,2012,\N,110,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000.0,39127170.0
tt1918727,movie,California Solo,California Solo,0,2012,\N,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.0,3412.0
tt1918836,movie,Gottfried Helnwein and the Dreaming Child,Gottfried Helnwein and the Dreaming Child,0,2011,\N,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.0,402.0
tt1920849,movie,Bachelorette,Bachelorette,0,2012,\N,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3000000.0,181494.0
tt1922612,movie,Glee: The 3D Concert Movie,Glee: The 3D Concert Movie,0,2011,\N,84,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9000000.0,5961231.0
tt1922685,movie,Phantom,Phantom,0,2013,\N,98,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18000000.0,508000.0
tt1922777,movie,Sinister,Sinister,0,2012,\N,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3000000.0,18007634.0
